58,58,0,0,1,4,20,0,0,0,44,1043,0,0,0,0,0,128,6,41313,2,1,16863,80,0,16863,80,0,0,0,0,0,24,2,0,0,0,0,0,0,0,0,2097152,33554432,0,3,5840,5840,47464,2,0,1,1,1,1,2,4,1460,0,0,0,0,0.0,0.0,Normal
54,54,0,0,1,4,20,0,0,0,40,1044,0,0,0,0,0,128,6,41316,2,1,16863,80,0,16863,80,0,0,1,1,1,20,16,0,0,0,0,0,1,0,0,0,0,0,1,5840,5840,1477,2,0,0,0,0,0,0,1,2,0.005423,0.005526,0.005526,0.005423,Normal
58,58,0,0,1,4,20,0,0,0,44,1046,0,0,0,0,0,128,6,41312,2,1,20447,80,0,20447,80,1,0,0,0,0,24,2,0,0,0,0,0,0,0,0,2097152,33554432,0,3,5840,5840,29171,2,0,1,1,1,1,2,4,1460,0,0,0,0,0.0,0.0,Normal
54,54,0,0,1,4,20,0,0,0,40,1047,0,0,0,0,0,128,6,41315,2,1,20447,80,0,20447,80,1,0,1,1,1,20,16,0,0,0,0,0,1,0,0,0,0,0,1,5840,5840,42045,2,0,0,0,0,0,0,1,6,0.006041,0.006161,0.006161,0.006041,Normal
54,54,0,0,1,4,20,0,0,0,40,2109,16384,0,1,0,0,128,6,23867,2,1,80,16863,0,80,16863,0,0,1,1,293,20,16,0,0,0,0,0,1,0,0,0,0,0,1,64240,64240,8320,2,0,0,0,0,0,0,1,4,0.044136,0.005526,0.051089,0.044136,Normal
275,275,0,0,1,4,20,0,0,0,261,2111,16384,0,1,0,0,128,6,23644,2,1,80,16863,0,80,16863,0,221,1,222,293,20,24,0,0,0,0,0,1,1,0,2097152,33554432,0,1,64240,64240,53709,2,0,0,0,0,0,0,1,0,0,0.005526,0.084565,0.033476,Normal
54,54,0,0,1,4,20,0,0,0,40,1046,0,0,0,0,0,128,6,41314,2,1,16863,80,0,16863,80,0,0,293,293,223,20,20,0,0,0,0,0,1,0,1,6291456,33554432,0,16,5840,5840,959,2,0,0,0,0,0,0,1,12,0.002498,0.005526,0.087383,0.002498,Normal
54,54,0,0,1,4,20,0,0,0,40,20309,16384,0,1,0,0,128,6,5669,2,1,80,20447,0,80,20447,1,0,222,222,287,20,17,0,0,0,0,0,1,0,0,2097152,33554432,1,12,64240,64240,48672,2,0,0,0,0,0,0,0,0,0,0,0.100914,0.000297,Normal
58,58,0,0,1,4,20,0,0,0,44,953,0,0,0,0,0,128,6,41404,2,1,4572,80,0,4572,80,2,0,0,0,0,24,2,0,0,0,0,0,0,0,0,2097152,33554432,0,3,5840,5840,58040,2,0,1,1,1,1,2,4,1460,0,0,0,0,0.0,0.0,Normal
54,54,0,0,1,4,20,0,0,0,40,954,0,0,0,0,0,128,6,41407,2,1,4572,80,0,4572,80,2,0,1,1,1,20,16,0,0,0,0,0,1,0,0,0,0,0,1,5840,5840,4177,2,0,0,0,0,0,0,1,18,0.004898,0.005008,0.005008,0.004898,Normal
54,54,0,0,1,4,20,0,0,0,40,11153,16384,0,1,0,0,128,6,14824,2,1,80,4572,0,80,4572,2,0,1,1,289,20,16,0,0,0,0,0,1,0,0,0,0,0,1,64240,64240,11024,2,0,0,0,0,0,0,1,20,0.053585,0.005008,0.059248,0.053585,Normal
54,54,0,0,1,4,20,0,0,0,40,11155,16384,0,1,0,0,128,6,14822,2,1,80,4572,0,80,4572,2,0,222,222,289,20,17,0,0,0,0,0,1,0,0,2097152,33554432,1,12,64240,64240,10802,2,0,0,0,0,0,0,0,0,0,0,0.07562,0.000304,Normal
58,58,0,0,1,4,20,0,0,0,44,811,0,0,0,0,0,128,6,41544,2,1,19505,80,0,19505,80,3,0,0,0,0,24,2,0,0,0,0,0,0,0,0,2097152,33554432,0,3,5840,5840,32173,2,0,1,1,1,1,2,4,1460,0,0,0,0,0.0,0.0,Normal
54,54,0,0,1,4,20,0,0,0,40,812,0,0,0,0,0,128,6,41547,2,1,19505,80,0,19505,80,3,0,1,1,1,20,16,0,0,0,0,0,1,0,0,0,0,0,1,5840,5840,26754,2,0,0,0,0,0,0,1,26,0.00474,0.004831,0.004831,0.00474,Normal
58,58,0,0,1,4,20,0,0,0,44,1047,0,0,0,0,0,128,6,41309,2,1,19656,80,0,19656,80,4,0,0,0,0,24,2,0,0,0,0,0,0,0,0,2097152,33554432,0,3,5840,5840,41887,2,0,1,1,1,1,2,4,1460,0,0,0,0,0.0,0.0,Normal
